ba_score,beer_number,comment,date,feel,look,overall,rdev,smell,taste,username 
3.68,95838,,"Mar 15, 2016",3.5,4,3.75,,3.5,3.75,Lingenbrau
3.31,95838,,"Mar 12, 2016",3.25,3.25,3.25,-2.4%,3.5,3.25,thumperskibum
3.75,170128,,"Nov 08, 2017",3.75,3.75,3.75,-5.5%,3.75,3.75,Kuges
3.75,170128,,"Nov 08, 2017",3.75,3.75,3.75,-5.5%,3.75,3.75,mrcraft
3.4,170128,,"Oct 18, 2017",4,3,3.5,-14.4%,3,3.5,Oscillator
3.91,170128,,"Oct 14, 2017",4,4.5,4,-1.5%,3.5,4,Ghrymm
4,170128,,"Oct 14, 2017",4,4,4,,4,4,DaPan
3.25,90624,,"May 17, 2013",,,,-8.7%,,,crowsoup
4.16,90624,"Tasty flagship from a worthy new brewery - combining the coppery-malty East Coast style of IPA with the hoppy character of the West Coast. This beer reminds me somewhat of Victory's Hop Devil, but with the creamier feel favored by West Coast brewers.<br>
<br>
Pours a clear coppery with a moderate head that falls quickly, leaving decent lacing. The aroma is sticky hoppy with a citrusy edge over a somewhat milky character, like a creamcicle. The flavor is rich and hoppy - resiny and sticky, bitter like a blood orange, with a firm but not assertive malt backbone and an icecream feel on the tongue. The bitterness is confined mostly to the attack, with only a little prickle on the top of the throat on the finish.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">709 characters</span><br><br>","May 09, 2013",4.25,3.75,4.25,,4,4.25,Seanibus
3.8,333662,,"Apr 10, 2018",,,,,,,mizx
4.11,111472,"From BeerAdvocate Magazine #86 (Mar 2014):<br>
<br>
Yeast, Bread, Earthy <br>
<br>
Clearly this beer is just above the benchmark for this style. Hits all the right notes, with a very lively level of carbonation that produces a towering head. Fruitiness and spice are more subtle than other flavors, which is a great thing, as too much banana and clove can just be a distraction. Drinkability is through the roof. Highly recommended. <br>
<br>
STYLE: Hefeweizen | ABV: 5.3% | AVAILABILITY: Year-round<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">475 characters</span><br><br>","Jun 26, 2015",,,,,,,BeerAdvocate
3.58,111472,,"Mar 11, 2015",,,,,,,clarknova
4,93370,,"Jul 06, 2014",,,,,,,benjaminkhlaw
4.25,93370,,"Jul 01, 2014",,,,,,,BrettZ1999
4.25,93370,,"Jun 29, 2014",,,,,,,godisfake666
3.94,22198,,"Oct 23, 2017",4,4,4,,3.75,4,mizx
3.4,22198,,"Oct 25, 2016",3.25,3.25,3.5,-9.8%,3.25,3.5,Ciocanelu
4.18,64765,"Poured from a 12 oz. bottle into a chalice.<br>
<br>
Appearance: Pours a deep brownish amber. Moderate amount of bubbles and a big two finger off white head that settles into a thin creamy layer. <br>
<br>
Smell: A bready and fairly sweet malt forward aroma with a scent of biscuit and caramel. Bready malt scent of biscuit, grains, caramel, toffee, toast, and nuts with some yeast. Subtle hints of earthy hops and dark fruit. A solid aroma. <br>
<br>
Taste: Like it smells, a bready and sweet malt forward taste with notes of biscuit and caramel. Upfront bready malt notes of biscuit, caramel, toffee, grains, toast, and nuts along with yeast. Light earthy hop bitterness. Subtle undertones of dark fruit. A pretty solid taste. <br>
<br>
Mouthfeel: Medium bodied with a moderate amount of carbonation. Creamy and pretty smooth. <br>
<br>
Overall: A pretty solid Winter Warmer. Nice biscuit and caramel malt notes.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">874 characters</span><br><br>","Dec 14, 2016",4,4.25,4,,4.25,4.25,MattyG85
3.5,64765,,"Dec 10, 2016",3.5,3.5,3.5,-3.6%,3.5,3.5,sposter4
3.84,64765,,"Dec 08, 2016",3.75,3.5,3.75,,3.75,4,Quesophresco
2.17,230291,"I will admit this is a quite lovely hazy yellow with a big head. I thought it would be appropriate to use the Stella Artois glass, since it's another AB InBev product. The smell, however, is moldy grapefruit with a whiff of the paint locker.<br>
<br>
The taste is spoiled fruit with a sourish edge. There's an unpleasant bitter tang that makes me think of the coconut water that also turns out to be bad. I thought this beer was just announced a few weeks ago, so it seems unlikely it would be just plain bacterial, but that's what it tastes like. I can't find a date on the 22 oz bottle in any case. The bitterness seems subtle as you sip but then it gets a grip on the tongue. Adios, MF!<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">681 characters</span><br><br>","Jun 03, 2016",2,4,1.75,-35.8%,2,2.25,mactrail
3.47,230291,"AB sales rep brought a 12oz bottle sample into the office.  Once I got it well chilled it was time to try it.   Not much nose to it, even less  head and it didn't last long.  Beer was a cloudy amber color and  I really didn't have high expectations.  Passion fruit flavor comes through early but is not overpowering and the very slight pineapple flavor followed.  <br>
Low alcohol at 4.75% will make this a nice summer alternative and one I'll buy.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">444 characters</span><br><br>","Jun 02, 2016",3.5,3.25,3.5,,3,3.75,AdManager
3.75,230291,,"May 31, 2016",3.75,3.75,3.75,,3.75,3.75,TheWiltChamberlainofipas
4.08,86999,,"Feb 07, 2016",4,4.25,4,,4.25,4,ovaltine
4,86999,,"Jan 24, 2016",4,4,4,-2%,4,4,rblib
3.91,86999,"220z bottle poured into a pint glass no bottle or enjoy by date that i saw anyway....<br>
pours amber orange hazy and cloudy with an offwhite head small dissipated quickly <br>
smell citrus, sour, hoppy with both floral and onion notes complex<br>
taste along the nose citrus with a sour finish slight bitter aftertaste<br>
feel viscous<br>
interesting beer had the usual hoppy and floral elements of many ipas but with a more sour and onion finish as well overall good not great<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">459 characters</span><br><br>","Nov 27, 2015",3.75,4.5,4,-4.2%,4,3.75,gmoneyproductions
3.5,45495,,"Jun 21, 2014",,,,,,,BryanCDM
3.5,45495,,"Jun 02, 2014",,,,,,,tjcamm
3,45495,,"Nov 15, 2013",,,,-13.3%,,,Erik-P
3.25,45495,,"Jun 02, 2013",,,,-6.1%,,,stript
4,90735,,"Apr 13, 2015",4,4,4,,4,4,kscaldef
4.25,90735,,"Mar 30, 2015",4.25,4.25,4.25,,4.25,4.25,jmccraney
4.08,90735,,"Mar 24, 2015",3.75,4,4,,4,4.25,SDRedDevil
3.75,53808,,"Mar 22, 2018",3.75,3.75,3.75,-2.8%,3.75,3.75,Jonathan-Morgan
4.1,53808,,"Mar 19, 2018",4,4,4,,4,4.25,eppie82
3.69,45498,,"Jun 01, 2017",3.75,3.75,3.75,,3.5,3.75,scottspencer
3.1,45498,,"Apr 29, 2017",2.5,2.75,3.5,-15.5%,3.25,3,yaksurf
4.36,84174,"thanks to TATURBO for bringing this beer back from the West Coast!<br>
<br>
Poured into tulip.<br>
<br>
Appearance: light red with a slight orange hue. 2 fingers of white head that quickly drops to no head.<br>
<br>
Smell: Raspberry jolly ranchers if there ever was such a flavor.<br>
<br>
Taste: Same as the nose. Raspberry Jolly Ranchers! Really simple, not very complex but I dont care because it is seriously delicous! Moderate tartness and a touch of sweetness to balance. Lots of fresh raspberry notes.<br>
<br>
Mouthfeel: Light bodied beer with moderate carbonation. Really effortless and drinkable beer. A little better than Semi-dry finish. Crisp carbonation. bright flavors. WOW. <br>
<br>
Overall: Plain and simple...this is seriously under the radar sour beer we have from a brewery I have never heard of. What a treat! Thanks again chris!<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">803 characters</span><br><br>","Aug 15, 2013",4.5,4,4.25,,4.25,4.5,4DAloveofSTOUT
3.04,95838,,"Dec 15, 2015",3,3,3,-10.3%,2.75,3.25,Beardo
3.65,170128,,"Oct 08, 2017",3.75,3.75,3.75,-8.1%,3.75,3.5,VeganUndead
4.1,170128,,"Oct 08, 2017",4,4,4,,4,4.25,sisterofba
3.89,90624,"Pours out amber with orange around the edges. The head is off white and smaller than expected, there is plenty of visible carbonation. Lace retention is nice, sticks around for a while.<br>
<br>
Pale and caramel malts start the smell. Some spice and citrus follow with a hint of pine. Not really West Coast, or NorCal as described, but still smell like a pretty good IPA.<br>
<br>
Interesting, almost roasted caramel start, quickly followed by citrus. It's more of an orange peel than a fruit citrus. Some grassy hops and pine aftertaste show up. There is a spicy note to this, the good gentleman at Healthy Spirits thought it might be Rye. I think he might be right. Whatever it is that adds that spicy kick, it's a nice addition. Carbonation is a little heavy for the thickness of the beer, but not terrible.<br>
<br>
No real complaints. I may grab one again, wouldn't be bummed if I saw it on tap. But also not going to make the list of favorites. Sad I missed their brewery night during SF Beer Week. They got the time wrong online and I chose another meet the brewer night.<br>
<br>
4/28/13. I actually got a reply on my Instagram post of the beer from the brewer. No rye, the spice comes from the hop blend. Love how many brewery's are on Instagram, beerporn everywhere!<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,244 characters</span><br><br>","Apr 28, 2013",3.5,3.75,3.75,,4,4,OBeerMeGreatOne
4,93370,,"Jun 26, 2014",,,,,,,SamuelR
4,93370,,"Jun 22, 2014",,,,,,,djvolz
3.75,93370,,"Jun 21, 2014",,,,-5.5%,,,Arkay
3.28,22198,"12 oz. Bottle.  5%  Cellared but past BB date; ratings compensated partially.<br>
Slightly hazy amber body with a decent head.<br>
<br>
Flavor: Wheat, spicy hops and bread.<br>
<br>
Medium body and carbonation.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">190 characters</span><br><br>","Apr 10, 2016",3.75,3,3,-13%,3,3.5,chinchill
3.73,22198,"From BeerAdvocate Magazine #86 (Mar 2014):<br>
<br>
Fruity, Toasty, Malty, Yeast <br>
<br>
We’ve got a lively one here. Big “psst” when we cracked the swing-top open, with a healthy dose of foam all around. One big malt bomb, with a lovely apple fruitiness and fresh yeasty tone. Comes off like an Altbier, but not your typical German beer. Tasty nonetheless.<br>
<br>
STYLE: German Steam Beer | ABV: 5.0% | AVAILABILITY: Year-round<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">414 characters</span><br><br>","Jun 26, 2015",3.5,3.75,3.75,-1.1%,3.75,3.75,BeerAdvocate
3.62,64765,,"Dec 07, 2016",3.75,4,3.5,-0.3%,3.75,3.5,MaximumYuks
3.83,64765,"22 oz bottle. No bottling info<br>
<br>
Pours a  nearly solid brown body that's slightly hazy.Off white head produced minimal retention with decent thin lacing.<br>
<br>
 Smell is malt forward and boozy. I'm getting, grain,  booze, nuts, a tiny bit of hops. (in that order) There is also a slight butterscotch  sweetness that increases as it warms.<br>
<br>
Maybe a little more malt forward then the smell. Really benefits from warming !<br>
<br>
Average to thin feel. Perhaps a little too thin for being so malt forward of an offering...<br>
<br>
A decent winter ale. Although not my favorite I wouldn't kick it out of my glass.  Really benefits from warming...<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">622 characters</span><br><br>","Dec 04, 2016",3.5,3.75,3.75,,3.75,4,pianoguy
1.03,230291,,"May 30, 2016",1,1.5,1,-69.5%,1,1,jason_nwx
2.21,230291,"I saw this at the store and was really excited because a pineapple/passionfruit beer sounds really tasty and interesting so I bought the variety 12 pack which said it included 3 bottles each of the IPA, Apocalypse IPA, Sinistor black ale, and the seasonal beer. I assumed the seasonal beer would be the Pina, but when I got home and opened the box, it turned out to be the Riding Solo APA instead, which I guess must have been the spring seasonal release. So I was really disappointed to not have the Pina, but was very pleasantly surprised to find I really really liked the Riding Solo, as well as all three of the other beers. This heightened my expectations for the pina, because now I knew 10 barrel brews some incredibly tasty beer, and I assumed Pina would be no exception, so I went back to the store to buy a 6-pack. Unfortunately I was wrong.<br>
<br>
L: Murky amber color with a thin-ish head. To me it looks like watered down apricot juice, but I'm colorblind, so take that with a grain of salt.<br>
S: In a word, unpleasant. Smells like rotting fruit. Not a super strong smell, but definitely not a good one.<br>
T: Not much taste. Slightly sweeter than an average beer of this abv. KInd of an unbalanced maltiness- I don't know just a sort of mediocre beer taste. Maybe a little bit of fruitiness on the tail end but if I didn't already know there was fruit juice in it, and hadn't sniffed it before taking a shwill, I probably would have never guessed this was a fruit beer.<br>
F: Kind of thin and watery, yet cloying aftertaste.<br>
O: Perhaps I'm grading it a bit harshly since I had such high expectations, but honestly its just not very good. The smell is pretty gross, and it really doesn't taste much like fruit. It's really a very mediocre beer. While I'd highly recommend trying all four 10 barrel beers I got int the variety pack, I don't see any reason anyone should bother with this beer.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,890 characters</span><br><br>","May 27, 2016",2.5,2.5,2.25,-34.6%,1.5,2.5,burdgod
4.24,333664,"A; Pale/deep gold, slightly off-white head doesn't stay around longer than average, foams up again easily, some sticky bubbles on glass. S; nicely malty, fresh baked crispbreads, pepper and floralish hop just there in the back. T; as per smell, nicely balanced malt forward lager, touch of diacetyl. F; smooth for bottled, slight effervescence afterwards.<br>
<br>
O; great Helles example, I added this as such but it's maybe nearer Heller Bock/Maibock with the maltiness despite lower ABV, this does go to my head a little bit.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">520 characters</span><br><br>","Mar 26, 2018",,,,,,,mizx
4.22,110513,"22oz bottle served in imperial pint glass. Beer pours very dark red, almost brown, with a nice white head. Great fresh hop aroma. The smell actually betrays it for an IPA. Lots of C-hop goodness here.<br>
<br>
Flavor is more balanced, and while quite hoppy, probably would not pass for an IPA this side of the continental divide. And back East it would lose style points for being the wrong color. Body is moderate to light. Grain flavors come secondary here.<br>
<br>
Underneath the ""Project: Failed"" on the label stands the outline of the word ""NITRO"". Well, clearly the nitro failed; this beer is carbonated. But I appreciate that the carbonation is moderate, like the brewer wanted a strong hoppy ale in a bottle that drinks like an ungassed hoppy ale on tap.<br>
<br>
Possible the best American Red Ale I've ever had, if not a normative example of the style.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">839 characters</span><br><br>","Jan 27, 2014",4.25,3.75,4.25,,4.25,4.25,hreb
2.63,333440,,"Apr 22, 2018",,,,,,,gilgar
3.91,333440,,"Mar 17, 2018",,,,,,,Jame515
3.98,86999,"Appearance - Pours hazy and golden orange in color with an off-white, finger width head. Fair retention, resulting in a thin, broken layer of surface suds. <br>
<br>
Smell - Balanced aroma, hitting on citrus with a light mango kick and a prominent caramel malt character.<br>
<br>
Taste - Follows the nose. Fruity grapefruit and mango hops, with a touch of pine, backed by a sturdy caramel and light bready malt backbone. Balanced finish before a lingering, bitter grapefruit pith aftertaste.<br>
<br>
Mouthfeel - Near full body with moderate carbonation. Stupid smooth for a 9.8% beer; it doesn't even register as such a monster.<br>
<br>
Overall - 100+ IBU's? I guess I'll have to take their word for it. This would probably burn the tongue off a rookie, but I find a nice, mellow DIPA laden with grapefruit and especially mango character that's stupid easy to drink. At 9.8%, this is almost dangerous. Will buy again.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">888 characters</span><br><br>","Nov 09, 2015",4.5,3.75,4,-2.5%,3.75,4,TheSixthRing
4.44,86999,,"Oct 31, 2015",4.5,4.5,4.5,,4.25,4.5,CO-Bloom
3.75,45495,,"May 09, 2013",,,,,,,spark3148857
4.01,45495,"Wildfire initially called this ""Summer Seasonal,"" though as the beer gains a wider audience it will be brewed year round and sold as ""Golden Ale."" Neither name has much flare, but soon enough Wildfire itself will transform into 10 Barrel Brewing at which point we may hope that this beer will also attain a more assertive identity. <br>
	<br>
I drank a tall pilsner glass of this at the brewery. The glass highlighted its sustained carbonation, the lemon yellow, slightly hazed body, and the tall head of rocky foam that sat almost intrusively upon it. It delivered light, clean, estery aromas and a dry, crisp flavor that lent itself nicely to the airs of a mid-autumn afternoon. ""Golden"" showed a nice interplay of doughy yeast, restrained malt toastiness, and noble-derived (Sterling) balancing hops. It has good crossover appeal but still finishes as an ale.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">856 characters</span><br><br>","Oct 21, 2008",4,4.5,4.5,,3.5,4,RedDiamond
4.25,90735,,"Feb 21, 2015",4.25,4.25,4.25,,4.25,4.25,cherche
4.71,90735,,"Feb 17, 2015",4.5,4.5,4.75,,4.75,4.75,HoppySeb
4.21,90735,,"Feb 06, 2015",4,4,4.25,,4.25,4.25,Boozecamel
3.94,53808,,"Mar 18, 2018",4,3.75,3.75,,4,4,Eck1158
3.77,53808,"Poured into a grip shaped goblet: color is straw, head is bright white with fine bubbles, head presents 1/2 inch thick and then dissipates to solid top with some lacing on the glass sides.<br>
<br>
Smell is bitter, simple hops with light citrus and pine, neutral malt aroma.<br>
<br>
Taste is similar with crisp hop flavor of citrus and pine, a bit more malt character with light toast and hint of sweetness.<br>
<br>
Mouthfeel is crisp, moderately carbonated. <br>
<br>
Overall a good fairly clean ipa.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">471 characters</span><br><br>","Mar 14, 2018",3.75,4,3.75,-2.3%,3.75,3.75,mvanaskie13
3.9,53808,,"Feb 26, 2018",3.5,4,3.75,,4,4,redbarnbikes
3.63,53808,,"Feb 18, 2018",3.5,3.75,3.75,-6%,3.75,3.5,Jrosso
3,53808,,"Feb 08, 2018",3,3,3,-22.3%,3,3,RB3
4.01,45498,,"Apr 11, 2017",3.5,5,4,,4,4,Cdmomo79
3.92,45498,,"Apr 11, 2017",3.75,4,4,,3.75,4,Beernoobie
4,45498,"12 oz. Can<br>
<br>
Pours a nice yellow color, pretty nice carbonation, with a pretty nice thick/creamy one-finger off-white head, which leaves some nice sticky lacing behind. The nose is hoppy, malty, citrus. The taste is hoppy, malty, citrusy. Medium body. Overall, a nice tasty brew.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">278 characters</span><br><br>","Apr 03, 2017",4,4,4,,4,4,Wasatch
